FLIGHT_ID,WEATHER_CONDITION,AIRFRAME_HOURS,PAYLOAD_WEIGHT,AIRCRAFT_TYPE,TAKE OFF_OUTCOME
5572,0,58,18,PASSENGER,FAILURE
5573,0,29,86,PASSENGER,SUCCESS
5574,1,23,100,PASSENGER,SUCCESS
5575,1,25,55,CARGO,SUCCESS
5576,1,35,18,PASSENGER,FAILURE
5577,1,19,33,CARGO,SUCCESS
5578,1,66,32,CARGO,FAILURE
5579,0,26,37,PASSENGER,SUCCESS
5580,0,70,6,CARGO,FAILURE
5581,1,55,20,PASSENGER,FAILURE
5582,0,43,41,PASSENGER,SUCCESS
5583,1,49,8,CARGO,FAILURE
5584,0,39,37,CARGO,FAILURE
5585,1,41,65,CARGO,SUCCESS
5586,1,32,87,CARGO,SUCCESS
5587,1,26,82,PASSENGER,SUCCESS
5588,1,30,31,PASSENGER,SUCCESS
5589,1,47,31,PASSENGER,FAILURE
5590,1,28,57,PASSENGER,SUCCESS
5591,0,41,31,PASSENGER,FAILURE
5592,0,48,13,CARGO,FAILURE
5593,0,56,31,CARGO,FAILURE
5594,1,24,76,PASSENGER,SUCCESS
5595,0,67,17,PASSENGER,FAILURE
5596,1,27,83,CARGO,SUCCESS
5597,0,35,34,CARGO,FAILURE
5598,1,27,96,CARGO,SUCCESS
5599,0,68,28,CARGO,FAILURE
5600,0,30,34,PASSENGER,FAILURE
5601,1,29,65,PASSENGER,SUCCESS
5602,0,23,76,PASSENGER,SUCCESS
5603,1,61,39,PASSENGER,FAILURE
5604,1,39,30,CARGO,FAILURE
5605,1,45,96,PASSENGER,SUCCESS
5606,1,34,33,CARGO,FAILURE
5607,1,34,20,CARGO,FAILURE
5608,0,61,12,CARGO,FAILURE
5609,1,26,76,PASSENGER,SUCCESS
5610,1,32,33,CARGO,FAILURE
5611,0,39,33,CARGO,FAILURE
5612,1,21,75,CARGO,SUCCESS
5613,1,36,22,CARGO,FAILURE
5614,0,46,40,PASSENGER,FAILURE
5615,1,30,32,CARGO,FAILURE
5616,1,24,85,PASSENGER,SUCCESS
5617,0,42,61,PASSENGER,SUCCESS
5618,0,59,8,PASSENGER,FAILURE
5619,1,26,51,PASSENGER,SUCCESS
5620,0,24,79,CARGO,SUCCESS
5621,0,64,11,PASSENGER,FAILURE
5622,0,35,29,PASSENGER,FAILURE
5623,1,52,7,CARGO,FAILURE
5624,1,63,8,CARGO,FAILURE
5625,1,59,40,CARGO,FAILURE
5626,0,65,22,CARGO,FAILURE
5627,1,39,17,PASSENGER,FAILURE
5628,0,38,16,PASSENGER,FAILURE
5629,1,30,13,PASSENGER,FAILURE
5630,0,39,5,PASSENGER,FAILURE
5631,1,42,29,PASSENGER,FAILURE
5632,1,34,27,CARGO,FAILURE
5633,1,43,76,CARGO,SUCCESS
5634,0,32,44,PASSENGER,SUCCESS
5635,0,41,89,PASSENGER,SUCCESS
5636,1,59,25,PASSENGER,FAILURE
5637,1,44,93,PASSENGER,SUCCESS
5638,0,40,20,CARGO,FAILURE
5639,1,54,37,CARGO,FAILURE
5640,0,28,59,PASSENGER,SUCCESS
5641,1,44,31,PASSENGER,SUCCESS
5642,0,60,16,PASSENGER,FAILURE
5643,1,29,85,CARGO,SUCCESS
5644,0,25,49,PASSENGER,SUCCESS
5645,1,70,7,CARGO,FAILURE
5646,0,25,78,PASSENGER,SUCCESS
5647,0,39,29,CARGO,FAILURE
5648,1,29,80,PASSENGER,SUCCESS
5649,0,52,23,PASSENGER,FAILURE
5650,1,32,24,PASSENGER,FAILURE
5651,0,38,33,CARGO,FAILURE
5652,1,37,35,PASSENGER,SUCCESS
5653,1,39,29,CARGO,FAILURE
5654,0,22,100,PASSENGER,SUCCESS
5655,0,19,96,PASSENGER,SUCCESS
5656,0,33,27,PASSENGER,FAILURE
5657,0,38,70,PASSENGER,SUCCESS
5658,1,59,37,CARGO,FAILURE
5659,0,63,38,PASSENGER,FAILURE
5660,1,54,25,CARGO,FAILURE
5661,1,18,99,PASSENGER,SUCCESS
5662,0,65,25,PASSENGER,FAILURE
5663,0,63,15,PASSENGER,FAILURE
5664,1,21,45,PASSENGER,SUCCESS
5665,0,31,50,CARGO,SUCCESS
5666,1,35,94,PASSENGER,SUCCESS
5667,0,39,91,PASSENGER,SUCCESS
5668,0,23,53,PASSENGER,SUCCESS
5669,0,64,40,PASSENGER,FAILURE
5670,0,42,58,PASSENGER,SUCCESS
5671,0,30,26,CARGO,FAILURE
5672,0,34,55,PASSENGER,SUCCESS
5673,0,62,31,CARGO,FAILURE
5674,0,40,77,PASSENGER,SUCCESS
5675,0,54,9,PASSENGER,FAILURE
5676,1,52,23,PASSENGER,FAILURE
5677,0,64,17,PASSENGER,FAILURE
5678,1,61,26,PASSENGER,FAILURE
5679,0,40,7,CARGO,FAILURE
5680,1,20,97,PASSENGER,SUCCESS
5681,0,32,81,PASSENGER,SUCCESS
5682,0,36,26,CARGO,FAILURE
5683,1,42,37,PASSENGER,FAILURE
5684,0,35,81,PASSENGER,SUCCESS
5685,0,41,62,PASSENGER,SUCCESS
5686,1,37,59,CARGO,SUCCESS
5687,0,54,23,CARGO,FAILURE
5688,1,37,58,PASSENGER,SUCCESS
5689,1,44,32,PASSENGER,FAILURE
5690,1,29,82,PASSENGER,SUCCESS
5691,1,59,16,CARGO,FAILURE
5692,0,44,79,CARGO,SUCCESS
5693,1,36,49,PASSENGER,SUCCESS
5694,0,45,34,PASSENGER,FAILURE
5695,1,47,10,PASSENGER,FAILURE
5696,1,25,48,PASSENGER,SUCCESS
5697,1,35,48,PASSENGER,SUCCESS
5698,1,50,29,PASSENGER,FAILURE
5699,0,27,42,PASSENGER,SUCCESS
5700,0,41,27,CARGO,FAILURE
5701,1,30,13,PASSENGER,FAILURE
5702,1,36,58,PASSENGER,SUCCESS
5703,0,53,12,CARGO,FAILURE
5704,1,59,32,CARGO,FAILURE
5705,1,33,9,CARGO,FAILURE
5706,1,57,24,PASSENGER,FAILURE
5707,0,20,79,PASSENGER,SUCCESS
5708,1,38,70,PASSENGER,SUCCESS
5709,0,53,31,CARGO,FAILURE
5710,0,68,24,CARGO,FAILURE
5711,1,47,6,PASSENGER,FAILURE
5712,0,61,18,CARGO,FAILURE
5713,1,59,11,CARGO,FAILURE
5714,1,46,37,CARGO,FAILURE
5715,0,18,85,PASSENGER,SUCCESS
5716,1,69,36,PASSENGER,FAILURE
5717,0,29,88,PASSENGER,SUCCESS
5718,1,47,35,CARGO,FAILURE
5719,1,23,74,PASSENGER,SUCCESS
5720,1,38,28,PASSENGER,FAILURE
5721,1,67,18,PASSENGER,FAILURE
5722,0,56,35,CARGO,FAILURE
5723,1,26,51,PASSENGER,SUCCESS
5724,0,42,34,CARGO,FAILURE
5725,0,69,14,CARGO,FAILURE
5726,1,50,40,PASSENGER,FAILURE
5727,0,31,20,CARGO,FAILURE
5728,0,57,17,PASSENGER,FAILURE
5729,0,38,74,PASSENGER,SUCCESS
5730,0,23,48,PASSENGER,SUCCESS
5731,0,18,71,CARGO,SUCCESS
5732,0,49,8,PASSENGER,FAILURE
5733,0,20,95,PASSENGER,SUCCESS
5734,1,60,38,CARGO,FAILURE
5735,0,33,74,CARGO,SUCCESS
5736,1,25,44,PASSENGER,SUCCESS
5737,0,27,30,PASSENGER,SUCCESS
5738,1,67,11,PASSENGER,FAILURE
5739,1,33,11,CARGO,FAILURE
5740,0,28,47,PASSENGER,SUCCESS
5741,1,65,23,CARGO,FAILURE
5742,0,36,57,PASSENGER,SUCCESS
5743,0,33,72,CARGO,SUCCESS
5744,0,30,30,PASSENGER,SUCCESS
5745,1,70,25,PASSENGER,FAILURE
5746,0,35,11,PASSENGER,FAILURE
5747,1,38,28,PASSENGER,FAILURE
5748,1,60,17,CARGO,FAILURE
5749,1,39,40,PASSENGER,SUCCESS
5750,0,22,84,PASSENGER,SUCCESS
5751,1,41,35,PASSENGER,FAILURE
5752,1,31,83,PASSENGER,SUCCESS
5753,1,62,16,CARGO,FAILURE
5754,0,23,80,CARGO,SUCCESS
5755,0,36,32,PASSENGER,FAILURE
5756,1,60,34,CARGO,FAILURE
5757,0,39,31,PASSENGER,FAILURE
5758,0,44,39,CARGO,SUCCESS
5759,0,21,62,PASSENGER,SUCCESS
5760,1,39,5,CARGO,FAILURE
5761,1,18,86,PASSENGER,SUCCESS
5762,1,31,20,PASSENGER,FAILURE
5763,0,36,65,PASSENGER,SUCCESS
5764,1,19,65,CARGO,SUCCESS
5765,0,52,26,CARGO,FAILURE
5766,0,21,60,CARGO,SUCCESS
5767,0,64,26,CARGO,FAILURE
5768,1,64,20,CARGO,FAILURE
5769,0,19,78,PASSENGER,SUCCESS
5770,1,35,47,PASSENGER,SUCCESS
5771,1,40,12,PASSENGER,FAILURE
5772,1,25,45,PASSENGER,SUCCESS
5773,1,35,6,CARGO,FAILURE
5774,1,42,22,CARGO,FAILURE
5775,0,36,22,CARGO,FAILURE
5776,1,40,67,CARGO,SUCCESS
5777,1,40,83,PASSENGER,SUCCESS
5778,1,45,79,PASSENGER,SUCCESS
5779,0,49,9,PASSENGER,FAILURE
5780,1,42,72,PASSENGER,SUCCESS
5781,0,32,27,PASSENGER,FAILURE
5782,0,61,40,CARGO,FAILURE
5783,0,63,5,CARGO,FAILURE
5784,0,33,81,PASSENGER,SUCCESS
5785,0,54,32,PASSENGER,FAILURE
5786,1,37,89,PASSENGER,SUCCESS
5787,1,68,23,CARGO,FAILURE
5788,0,33,35,PASSENGER,SUCCESS
5789,1,18,94,PASSENGER,SUCCESS
5790,0,67,15,CARGO,FAILURE
5791,0,43,17,CARGO,FAILURE
5792,0,41,27,CARGO,FAILURE
5793,0,23,31,PASSENGER,SUCCESS
5794,1,50,17,CARGO,FAILURE
5795,0,18,92,PASSENGER,SUCCESS
5796,0,39,18,PASSENGER,FAILURE
5797,0,38,53,PASSENGER,SUCCESS
5798,0,32,5,CARGO,FAILURE
5799,0,35,30,CARGO,FAILURE
5800,1,62,38,CARGO,FAILURE
5801,1,52,6,CARGO,FAILURE
5802,1,29,69,PASSENGER,SUCCESS
5803,0,32,37,CARGO,FAILURE
5804,1,65,27,PASSENGER,FAILURE
5805,0,25,31,PASSENGER,SUCCESS
5806,0,55,20,CARGO,FAILURE
5807,1,32,96,CARGO,SUCCESS
5808,0,45,27,CARGO,FAILURE
5809,1,37,25,CARGO,FAILURE
5810,1,30,51,CARGO,SUCCESS
5811,0,32,46,CARGO,SUCCESS
5812,0,58,21,CARGO,FAILURE
5813,0,57,13,PASSENGER,FAILURE
5814,0,57,22,CARGO,FAILURE
5815,1,19,94,PASSENGER,SUCCESS
5816,0,27,86,PASSENGER,SUCCESS
5817,0,22,58,PASSENGER,SUCCESS
5818,0,37,46,CARGO,SUCCESS
5819,1,50,24,CARGO,FAILURE
5820,1,37,24,CARGO,FAILURE
5821,0,69,9,PASSENGER,FAILURE
5822,0,31,41,PASSENGER,SUCCESS
5823,0,34,25,PASSENGER,FAILURE
5824,1,18,83,PASSENGER,SUCCESS
5825,1,57,35,PASSENGER,FAILURE
5826,1,59,11,PASSENGER,FAILURE
5827,1,31,17,CARGO,FAILURE
5828,1,22,45,PASSENGER,SUCCESS
5829,1,47,23,PASSENGER,FAILURE
5830,0,70,13,CARGO,FAILURE
5831,1,62,33,PASSENGER,FAILURE
5832,0,62,17,CARGO,FAILURE
5833,1,65,40,PASSENGER,FAILURE
5834,0,39,36,CARGO,FAILURE
5835,0,35,6,PASSENGER,FAILURE
5836,0,21,38,PASSENGER,SUCCESS
5837,1,23,70,CARGO,SUCCESS
5838,0,44,69,PASSENGER,SUCCESS
5839,1,58,39,PASSENGER,FAILURE
5840,1,33,40,CARGO,FAILURE
5841,1,32,91,PASSENGER,SUCCESS
5842,0,45,5,PASSENGER,FAILURE
5843,0,46,18,PASSENGER,FAILURE
5844,1,67,37,CARGO,FAILURE
5845,0,34,92,CARGO,SUCCESS
5846,1,23,34,PASSENGER,SUCCESS
5847,1,41,95,PASSENGER,SUCCESS
5848,0,39,11,PASSENGER,FAILURE
5849,1,62,13,CARGO,FAILURE
5850,0,34,36,CARGO,FAILURE
5851,0,31,83,PASSENGER,SUCCESS
5852,1,35,5,CARGO,FAILURE
5853,1,20,51,CARGO,SUCCESS
5854,0,69,13,CARGO,FAILURE
5855,0,58,34,CARGO,FAILURE
5856,0,33,9,CARGO,FAILURE
5857,1,53,34,PASSENGER,FAILURE
5858,0,66,7,CARGO,FAILURE
5859,1,32,12,PASSENGER,FAILURE
5860,1,22,91,PASSENGER,SUCCESS
5861,1,60,26,CARGO,FAILURE
5862,0,35,81,CARGO,SUCCESS
5863,1,57,25,CARGO,FAILURE
5864,1,42,35,PASSENGER,SUCCESS
5865,1,43,29,CARGO,FAILURE
5866,1,46,23,CARGO,FAILURE
5867,0,40,70,PASSENGER,SUCCESS
5868,1,37,9,CARGO,FAILURE
5869,0,48,8,CARGO,FAILURE
5870,1,66,28,CARGO,FAILURE
5871,0,27,35,PASSENGER,SUCCESS
5872,1,41,40,CARGO,FAILURE
5873,0,23,66,CARGO,SUCCESS
5874,1,27,44,CARGO,SUCCESS
5875,0,34,26,PASSENGER,FAILURE
5876,1,36,6,CARGO,FAILURE
5877,1,47,10,CARGO,FAILURE
5878,1,18,87,PASSENGER,SUCCESS
5879,0,60,29,PASSENGER,FAILURE
5880,0,59,26,CARGO,FAILURE
5881,0,70,19,PASSENGER,FAILURE
5882,0,54,12,CARGO,FAILURE
5883,0,30,57,PASSENGER,SUCCESS
5884,0,60,28,PASSENGER,FAILURE
5885,1,69,30,PASSENGER,FAILURE
5886,0,36,20,CARGO,FAILURE
5887,1,30,79,CARGO,SUCCESS
5888,0,24,89,PASSENGER,SUCCESS
5889,0,35,39,CARGO,SUCCESS
5890,0,35,37,PASSENGER,SUCCESS
5891,1,53,6,PASSENGER,FAILURE
5892,0,62,26,CARGO,FAILURE
5893,0,36,70,CARGO,SUCCESS
5894,1,59,18,CARGO,FAILURE
5895,1,67,21,CARGO,FAILURE
5896,0,48,5,CARGO,FAILURE
5897,1,39,93,PASSENGER,SUCCESS
5898,1,45,16,PASSENGER,FAILURE
5899,0,33,37,CARGO,FAILURE
5900,0,47,13,CARGO,FAILURE
5901,0,35,95,CARGO,SUCCESS
5902,0,45,64,PASSENGER,SUCCESS
5903,0,52,26,CARGO,FAILURE
5904,1,28,34,PASSENGER,SUCCESS
5905,1,42,14,PASSENGER,FAILURE
5906,1,44,16,CARGO,FAILURE
5907,0,38,99,CARGO,SUCCESS
5908,0,20,70,CARGO,SUCCESS
5909,0,53,20,CARGO,FAILURE
5910,0,33,83,PASSENGER,SUCCESS
5911,1,46,11,CARGO,FAILURE
5912,1,35,65,PASSENGER,SUCCESS
5913,1,35,73,PASSENGER,SUCCESS
5914,0,29,48,PASSENGER,SUCCESS
5915,0,45,30,CARGO,FAILURE
5916,0,61,15,CARGO,FAILURE
5917,0,35,28,CARGO,FAILURE
5918,1,45,9,CARGO,FAILURE
5919,0,66,8,PASSENGER,FAILURE
5920,1,20,55,PASSENGER,SUCCESS
5921,0,50,40,CARGO,FAILURE
5922,1,37,57,PASSENGER,SUCCESS
5923,0,25,75,PASSENGER,SUCCESS
5924,0,29,63,PASSENGER,SUCCESS
5925,0,32,7,CARGO,FAILURE
5926,1,38,30,CARGO,FAILURE
5927,1,55,33,CARGO,FAILURE
5928,1,20,64,PASSENGER,SUCCESS
5929,0,35,34,PASSENGER,SUCCESS
5930,1,37,31,CARGO,FAILURE
5931,0,40,95,PASSENGER,SUCCESS
5932,0,40,22,PASSENGER,FAILURE
5933,0,39,14,PASSENGER,FAILURE
5934,1,31,27,PASSENGER,FAILURE
5935,0,31,69,PASSENGER,SUCCESS
5936,0,42,80,PASSENGER,SUCCESS
5937,1,42,30,CARGO,SUCCESS
5938,0,24,95,PASSENGER,SUCCESS
5939,0,48,39,CARGO,FAILURE
5940,1,35,35,CARGO,FAILURE
5941,0,42,52,PASSENGER,SUCCESS
5942,1,41,66,PASSENGER,SUCCESS
5943,1,19,91,PASSENGER,SUCCESS
5944,1,69,28,CARGO,FAILURE
5945,1,25,74,PASSENGER,SUCCESS
5946,0,33,62,PASSENGER,SUCCESS
5947,1,36,95,PASSENGER,SUCCESS
5948,1,25,67,PASSENGER,SUCCESS
5949,0,31,26,CARGO,FAILURE
5950,1,34,88,PASSENGER,SUCCESS
5951,0,44,55,PASSENGER,SUCCESS
5952,0,40,69,PASSENGER,SUCCESS
5953,1,36,41,PASSENGER,SUCCESS
5954,1,31,91,PASSENGER,SUCCESS
5955,0,57,5,CARGO,FAILURE
5956,1,18,79,PASSENGER,SUCCESS
5957,1,64,8,PASSENGER,FAILURE
5958,1,69,40,CARGO,FAILURE
5959,1,44,40,CARGO,FAILURE
5960,1,22,77,PASSENGER,SUCCESS
5961,1,32,81,PASSENGER,SUCCESS
5962,1,31,42,PASSENGER,SUCCESS
5963,0,41,95,PASSENGER,SUCCESS
5964,0,19,42,PASSENGER,SUCCESS
5965,1,22,52,PASSENGER,SUCCESS
5966,0,30,34,CARGO,FAILURE
5967,1,26,76,PASSENGER,SUCCESS
5968,0,44,39,PASSENGER,SUCCESS
5969,0,62,20,CARGO,FAILURE
5970,0,62,8,CARGO,FAILURE
5971,1,37,58,PASSENGER,SUCCESS
5972,1,31,34,CARGO,FAILURE
5973,1,45,72,PASSENGER,SUCCESS
5974,1,34,8,CARGO,FAILURE
5975,1,34,58,PASSENGER,SUCCESS
5976,0,36,52,PASSENGER,SUCCESS
5977,0,70,23,CARGO,FAILURE
5978,1,26,50,PASSENGER,SUCCESS
5979,1,34,29,CARGO,FAILURE
5980,0,40,44,PASSENGER,SUCCESS
5981,0,39,73,PASSENGER,SUCCESS
5982,1,35,77,CARGO,SUCCESS
5983,1,38,50,PASSENGER,SUCCESS
5984,0,32,70,PASSENGER,SUCCESS
5985,1,35,8,PASSENGER,FAILURE
5986,1,31,34,CARGO,FAILURE
5987,0,64,11,PASSENGER,FAILURE
5988,1,24,88,PASSENGER,SUCCESS
5989,0,65,24,CARGO,FAILURE
5990,0,34,47,PASSENGER,SUCCESS
5991,0,41,39,CARGO,FAILURE
5992,0,35,9,PASSENGER,FAILURE
5993,1,18,68,PASSENGER,SUCCESS
5994,0,40,39,CARGO,FAILURE
5995,0,39,14,CARGO,FAILURE
5996,0,34,27,CARGO,FAILURE
5997,0,62,20,CARGO,FAILURE
5998,1,49,20,CARGO,FAILURE
5999,1,56,40,CARGO,FAILURE
6000,0,34,20,CARGO,FAILURE
6001,0,31,14,PASSENGER,FAILURE
6002,0,65,30,PASSENGER,FAILURE
6003,1,22,73,CARGO,SUCCESS
6004,0,41,75,PASSENGER,SUCCESS
6005,1,53,12,CARGO,FAILURE
6006,0,31,80,PASSENGER,SUCCESS
6007,1,18,59,PASSENGER,SUCCESS
6008,0,49,9,CARGO,FAILURE
6009,0,31,43,CARGO,SUCCESS
6010,1,60,13,CARGO,FAILURE
6011,1,54,6,CARGO,FAILURE
6012,0,64,25,CARGO,FAILURE
6013,1,39,14,CARGO,FAILURE
6014,0,66,26,CARGO,FAILURE
6015,1,39,22,CARGO,FAILURE
6016,1,22,72,PASSENGER,SUCCESS
6017,1,33,36,CARGO,SUCCESS
6018,0,38,35,CARGO,FAILURE
6019,1,25,89,PASSENGER,SUCCESS
6020,1,61,7,CARGO,FAILURE
6021,1,27,58,PASSENGER,SUCCESS
6022,1,30,6,CARGO,FAILURE
6023,0,62,39,CARGO,FAILURE
6024,0,40,12,CARGO,FAILURE
6025,0,47,5,PASSENGER,FAILURE
6026,1,30,31,CARGO,FAILURE
6027,1,27,56,CARGO,SUCCESS
6028,0,54,28,CARGO,FAILURE
6029,0,39,29,PASSENGER,FAILURE
6030,0,32,8,PASSENGER,FAILURE
6031,0,35,67,PASSENGER,SUCCESS
6032,0,50,26,CARGO,FAILURE
6033,0,48,21,CARGO,FAILURE
6034,0,53,8,CARGO,FAILURE
6035,1,41,12,PASSENGER,FAILURE
6036,1,43,39,CARGO,FAILURE
6037,0,59,32,PASSENGER,FAILURE
6038,1,38,37,CARGO,SUCCESS
6039,0,65,9,PASSENGER,FAILURE
6040,1,29,64,PASSENGER,SUCCESS
6041,1,43,58,PASSENGER,SUCCESS
6042,0,42,74,PASSENGER,SUCCESS
6043,1,60,13,CARGO,FAILURE
6044,1,61,9,CARGO,FAILURE
6045,0,43,40,CARGO,FAILURE
6046,1,32,98,PASSENGER,SUCCESS
6047,0,68,6,CARGO,FAILURE
6048,0,63,35,CARGO,FAILURE
6049,0,45,86,PASSENGER,SUCCESS
6050,0,26,73,CARGO,SUCCESS
6051,0,41,45,PASSENGER,SUCCESS
6052,1,56,17,CARGO,FAILURE
6053,0,33,51,PASSENGER,SUCCESS
6054,1,44,37,CARGO,SUCCESS
6055,0,38,68,PASSENGER,SUCCESS
6056,0,39,81,PASSENGER,SUCCESS
6057,1,20,70,PASSENGER,SUCCESS
6058,1,21,38,PASSENGER,SUCCESS
6059,0,37,33,PASSENGER,SUCCESS
6060,1,42,69,CARGO,SUCCESS
6061,0,20,90,CARGO,SUCCESS
6062,1,68,35,PASSENGER,FAILURE
6063,1,18,66,PASSENGER,SUCCESS
6064,0,43,39,CARGO,FAILURE
6065,0,49,11,CARGO,FAILURE
6066,0,52,5,PASSENGER,FAILURE
6067,1,39,15,CARGO,FAILURE
6068,1,25,89,PASSENGER,SUCCESS
6069,1,43,5,PASSENGER,FAILURE
6070,1,34,25,CARGO,FAILURE
6071,1,63,36,CARGO,FAILURE
6072,0,37,62,CARGO,SUCCESS
6073,0,19,69,PASSENGER,SUCCESS
6074,0,32,42,PASSENGER,SUCCESS
6075,1,44,23,CARGO,FAILURE
6076,1,55,16,PASSENGER,FAILURE
6077,1,35,42,PASSENGER,SUCCESS
6078,1,61,14,PASSENGER,FAILURE
6079,0,21,79,PASSENGER,SUCCESS
6080,1,24,55,PASSENGER,SUCCESS
6081,1,30,39,PASSENGER,SUCCESS
6082,1,44,23,PASSENGER,FAILURE
6083,0,32,17,PASSENGER,FAILURE
6084,1,45,23,CARGO,FAILURE
6085,1,62,21,PASSENGER,FAILURE
6086,1,52,37,CARGO,FAILURE
6087,1,53,29,CARGO,FAILURE
6088,1,34,43,PASSENGER,SUCCESS
6089,0,34,24,CARGO,FAILURE
6090,1,49,29,PASSENGER,FAILURE
6091,1,63,17,CARGO,FAILURE
6092,0,55,27,PASSENGER,FAILURE
6093,0,30,19,PASSENGER,FAILURE
6094,1,57,22,CARGO,FAILURE
6095,0,38,42,PASSENGER,SUCCESS
6096,1,31,71,PASSENGER,SUCCESS
6097,1,38,62,PASSENGER,SUCCESS
6098,0,55,15,PASSENGER,FAILURE
6099,1,40,96,PASSENGER,SUCCESS
6100,0,41,53,PASSENGER,SUCCESS
6101,0,55,20,CARGO,FAILURE
6102,0,51,13,PASSENGER,FAILURE
6103,0,52,30,PASSENGER,FAILURE
6104,0,22,37,PASSENGER,SUCCESS
6105,1,50,25,PASSENGER,FAILURE
6106,1,65,11,CARGO,FAILURE
6107,0,26,37,PASSENGER,SUCCESS
6108,0,54,38,CARGO,FAILURE
6109,0,45,53,CARGO,SUCCESS
6110,0,51,30,CARGO,FAILURE
6111,0,31,35,PASSENGER,FAILURE
6112,1,70,36,CARGO,FAILURE
6113,1,54,28,CARGO,FAILURE
6114,0,40,78,PASSENGER,SUCCESS
6115,0,34,14,PASSENGER,FAILURE
6116,0,62,17,PASSENGER,FAILURE
6117,1,47,29,PASSENGER,FAILURE
6118,1,69,33,PASSENGER,FAILURE
6119,1,40,5,PASSENGER,FAILURE
6120,0,34,95,CARGO,SUCCESS
6121,1,22,33,PASSENGER,SUCCESS
6122,1,32,87,PASSENGER,SUCCESS
6123,1,30,76,CARGO,SUCCESS
6124,0,36,31,CARGO,FAILURE
6125,1,41,56,PASSENGER,SUCCESS
6126,1,40,78,PASSENGER,SUCCESS
6127,1,36,19,CARGO,FAILURE
6128,1,53,9,CARGO,FAILURE
6129,0,40,13,CARGO,FAILURE
6130,0,69,29,PASSENGER,FAILURE
6131,0,25,58,PASSENGER,SUCCESS
6132,0,20,68,PASSENGER,SUCCESS
6133,0,30,23,CARGO,FAILURE
6134,0,22,97,PASSENGER,SUCCESS
6135,1,28,78,PASSENGER,SUCCESS
6136,1,43,61,PASSENGER,SUCCESS
6137,0,42,5,CARGO,FAILURE
6138,1,61,30,CARGO,FAILURE
6139,1,56,33,CARGO,FAILURE
6140,0,54,23,CARGO,FAILURE
6141,0,62,14,PASSENGER,FAILURE
6142,0,41,71,CARGO,SUCCESS
6143,1,42,31,PASSENGER,SUCCESS
6144,0,21,100,CARGO,SUCCESS
6145,1,48,38,PASSENGER,FAILURE
6146,0,42,83,PASSENGER,SUCCESS
6147,0,60,12,CARGO,FAILURE
6148,0,27,36,CARGO,SUCCESS
6149,0,32,22,CARGO,FAILURE
6150,0,48,36,CARGO,FAILURE
6151,0,70,39,PASSENGER,FAILURE
6152,1,23,84,PASSENGER,SUCCESS
6153,1,24,35,PASSENGER,SUCCESS
6154,0,35,80,PASSENGER,SUCCESS
6155,0,34,51,PASSENGER,SUCCESS
6156,0,19,78,PASSENGER,SUCCESS
6157,1,49,12,CARGO,FAILURE
6158,1,37,21,CARGO,FAILURE
6159,0,65,8,PASSENGER,FAILURE
6160,0,41,88,PASSENGER,SUCCESS
6161,1,35,8,CARGO,FAILURE
6162,1,66,10,CARGO,FAILURE
6163,0,51,18,CARGO,FAILURE
6164,0,70,12,CARGO,FAILURE
6165,1,55,19,PASSENGER,FAILURE
6166,0,35,81,PASSENGER,SUCCESS
6167,0,30,29,PASSENGER,FAILURE
6168,0,22,97,PASSENGER,SUCCESS
6169,0,38,78,PASSENGER,SUCCESS
6170,0,33,86,PASSENGER,SUCCESS
6171,1,56,15,PASSENGER,FAILURE
6172,0,30,30,PASSENGER,SUCCESS
6173,1,53,7,CARGO,FAILURE
6174,0,39,56,PASSENGER,SUCCESS
6175,0,38,14,PASSENGER,FAILURE
6176,0,47,12,CARGO,FAILURE
6177,1,21,74,PASSENGER,SUCCESS
6178,1,18,58,PASSENGER,SUCCESS
6179,0,45,78,PASSENGER,SUCCESS
6180,0,37,72,PASSENGER,SUCCESS
6181,1,34,5,PASSENGER,FAILURE
6182,1,30,71,PASSENGER,SUCCESS
6183,1,58,10,CARGO,FAILURE
6184,0,41,27,CARGO,FAILURE
6185,1,22,91,PASSENGER,SUCCESS
6186,0,37,64,PASSENGER,SUCCESS
6187,1,41,55,CARGO,SUCCESS
6188,1,34,98,PASSENGER,SUCCESS
6189,0,51,7,CARGO,FAILURE
6190,1,23,48,PASSENGER,SUCCESS
6191,0,39,53,CARGO,SUCCESS
6192,1,66,15,PASSENGER,FAILURE
6193,1,62,22,CARGO,FAILURE
6194,0,54,28,PASSENGER,FAILURE
6195,0,52,30,PASSENGER,FAILURE
6196,0,64,25,CARGO,FAILURE
6197,1,43,76,PASSENGER,SUCCESS
6198,1,18,58,CARGO,SUCCESS
6199,0,39,43,PASSENGER,SUCCESS
6200,0,20,78,PASSENGER,SUCCESS
6201,1,34,86,CARGO,SUCCESS
6202,0,43,11,PASSENGER,FAILURE
6203,1,42,70,PASSENGER,SUCCESS
6204,1,41,17,CARGO,FAILURE
6205,0,39,78,PASSENGER,SUCCESS
6206,0,39,32,PASSENGER,FAILURE
6207,0,44,23,CARGO,FAILURE
6208,1,21,98,PASSENGER,SUCCESS
6209,1,31,67,CARGO,SUCCESS
6210,1,32,21,PASSENGER,FAILURE
6211,0,18,57,PASSENGER,SUCCESS
6212,1,23,78,PASSENGER,SUCCESS
6213,0,39,28,CARGO,FAILURE
6214,0,31,92,PASSENGER,SUCCESS
6215,0,70,18,CARGO,FAILURE
6216,0,22,59,PASSENGER,SUCCESS
